Progress,ResponseId,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q7_1,Q8_1,Q9_1,Q10,Q11,Q12,Q14,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28,Q29,Q30,Q33,Q31,Q32_1,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q34_8,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q36_12,Q36_13,Q36_14,Q37_1,Q37_2,Q37_3,Q37_4,Q38_1,Q38_2,Q38_3,Q38_4,Q39_1,Q40,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q44,Q45,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,Q47_13,Q47_14,Q47_15,Q47_16,Q48,Q49_1,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q52_1,Q53_1,Q54_1,Q55_1,Q56_1,Q57,Q58_1,Q59,Q60_1,Q61,Q62_1,Q63,Q64_1,Q65,Q66_1,Q67,Q68_1,Q69,Q70_1,Q71,Q72_1,Q73_1,Q74_1,Q74_2,Q74_3,Q75,Q76_1,Q77_1,Q78,Q79,Q80,Q80_1,Q80_2,Q80_3,Q80_4,Q80_5,Q80_6,Q80_7,Q80_8,Q80_9,Q81_1,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q84_1,Q85_1,Q86_1,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q88,Q89,Q90,Q91,Q92,Q93_1,Q93_2,Q93_3,Q93_4,Q93_5,Q93_6,Q93_7,Q93_8,Q93_9,Q94_1,Q94_2,Q94_3,Q94_4,Q94_5,Q94_6,Q94_7,Q95,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q98,Q99,Q100,Q101_1,Q102_1,Q103_1,Q104_1,Q105_1,Q105_2,Q105_3,Q105_4,Q106,Q107_1,Q108_1,Q108_2,Q108_3,Q108_4,Q109_1,Q109_2,Q109_3,Q109_4,Q109_5,Q109_6,Q109_7,Q109_8,Q109_9,Q109_10,Q109_11,Q109_12,Q109_13,Q109_14,Q110_1,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q112,Q113,Q113_1,Q113_2,Q113_3,Q113_4,Q114_1,Q115,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q116_1,Q117_1,Q117_2,Q117_3,Q117_4,Q118,Q119,Q120,Q121,Q122,Q123,Q124,Q125_1,Q126,Q127_1,Q128,Q129,Q130_1,Q131_1,Q132_1,Q132_2,Q133_1,Q133_2,Q133_3,Q133_4,Q133_5,Q133_6,Q133_7,Q134_1,Q134_2,Q134_3,Q134_4,Q134_5,Q135_1,Q136_1,Q136_2,Q136_3,Q136_4,Q136_5,Q136_6,Q137,Q138_1,Q138_2,Q138_3,Q138_4,Q138_5,Q138_6,Q138_7,Q139,Q139_1,Q139_2,Q139_3,Q140,Q141_1,Q142,Q143,Q144,Q145_1,Q145_2,Q145_3,Q145_4,Q145_5,Q145_6,Q145_7,Q146_1,Q147_1
100,R_3lQeCrl2TG6wETH,370,2,,2,White,0,2,0,0,2,,6,5,4,4,4,3,2,2,2,,,,,,2,,1,3,3,2,4,2,4,1,1,3,2,2,4,2,,3,4,6,8,8,9,11,11,,,,,,,,,5,5,5,5,5,5,5,5,2,,,,,,5,5,5,5,2,2,2,2,540,2,,,,,,1,Swimming,Skating,Music,,,1,2,,,,,,2,2,2,,2,2,2,2,,2,2,2,1,3,,2,2,95,1,Spanish,2.5,German,2.5,,,5,,0,0,3,1,4,1,10,2,,2,,2,,2,,2,,2,,30,,,,1,400,200,3,3,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,20,100,0,0,0,,,,,,,,,1,,2,,,4,2,2,4,5,2,,2,4,4,2,2,,5,3,,4,5,2,,4,2,4,2,4,4,2,4,2,,,1,2,,,5,,0,0,,24,5,5,5,5,1,5,5,5,5,5,1,,3,,,,5,,5,,,2,,4,5,,,,,,1,3,0,0,1,0,9,,,,,,,0,10,0,0,0,1,3,25,1,,,,400,2,4,1,3,240,11,2,1,3,2,,4,3,3,3,3,4,3,3,3,70,Europe,30,,,,,1,1,1,1,1,1,4,2,3,0,0,1,,0,,3,4,2,2,4,2,2,5,4,10,4
100,R_32V0zhWKrDoFsU6,452,2,32,2,White,0,2,0,0,2,,6,4,5,2,4,3,2,3,1,40,2,12,3,5,2,,1,3,2,2,2,4,2,3,1,1,2,2,2,2,,3,4,6,7,8,14,8,14,,,,,,,,,5,5,5,3,4,3,5,5,1,,,,2,1,4,4,4,4,2,3,2,3,600,2,,,,,,1,Swimming,Dance,Gymnastics,Climbing,,2,4,,,,,,1,3,2,,2,,,2,2,2,2,2,3,2,2,2,1,100,0,,,,,,,0,,,,,1,8,1,10,1,10,1,10,2,,2,,2,,2,,10,100,2,2,3,60,5,2,4,"2,5,9",0,1,0,0,1,0,0,0,1,7,100,0,0,0,,,,,,,,,,,,,,5,2,1,4,4,,,,,3,,4,,2,2,,4,,,,2,2,3,2,4,2,3,4,1,1,2,2,5,,1,4,1,3,8,,2,4,4,2,2,1,2,4,4,2,2,1,2,4,4,1,2,5,5,4,,3,1,2,1,5,,,,,,1,4,0,0,0,1,,4,0,0,0,1,0,0,,,,,2,1,,1,2,2,2,60,4,10,1,1,45,13,3,3,3,1,3,5,,,,5,3,3,3,3,70,Japan,30,,,,,1,3,3,4,,,3,3,3,0,0,1,2,0,,2,5,1,2,4,5,5,2,4,12.5,0
100,R_3iO4ROgKHQTUVO5,1403,2,40,2,White,0,2,0,0,2,,7,7,,2,5,4,2,2,1,35,30,11,5,5,2,,1,2,5,5,2,1,2,1,5,4,1,3,4,2,,2,,9,11,11,12,12,14,,,,,,,,,5,5,5,5,5,5,5,5,5,2,5,5,2,2,5,5,5,5,1,2,1,2,360,2,,,,,,1,Dance,Soccer,Horseriding,Swim,,1,5,5,,5,4,1,2,5,3,3,4,2,4,3,2,2,2,2,2,3,3,2,2,40,1,Italian,30,Macedonian,30,,,100,,9,100,0,2,,1,3,1,8,1,8,2,,1,12,2,,1,24,3000,50,500,1000,2,120,0,3,3,"1,3",1,0,1,0,0,0,0,0,0,3,10,90,0,0,,,,,1,,,,,,,,,4,2,2,4,5,2,5,4,,4,2,2,3,3,2,2,3,1,2,2,4,2,5,4,5,5,4,5,5,3,3,1,3,,2,5,4,6,35,,4,5,3,4,2,1,4,3,4,3,2,1,3,3,4,1,2,5,4,4,3,2,2,3,4,10,2,3,3,1,3,,2,0,1,0,0,24,,,,,,,200,0,0,180,20,2,1,12,1,2,2,2,60,4,9,1,3,60,12,3,5,5,1,3,5,2,3,5,2,2,3,3,4,70,Europe,30,,,,,2,4,5,4,4,4,4,2,"1,2,3",1,1,1,2,7,2,2,4,4,4,2,4,4,5,5,10,3
100,R_3qNk8rXLoHGuycN,1441,1,38,2,East Asian and White,1,0,0,0,2,,5,3,4,3,4,3,2,2,1,40,22,18,7,5,2,,1,2,2,3,3,3,4,3,2,4,2,2,2,2,,,,6,7,8,9,9,10,,,,,,,,,5,5,5,5,5,5,5,5,4,4,3,3,2,1,4,4,3,2,1,2,2,2,90,1,Swimming,,,,,,,,,,,1,3,4,3,4,4,2,3,3,3,4,4,5,3,2,2,3,2,2,2,3,3,4,1,100,0,,,,,,,0,,,,,2,,1,20,1,15,1,,1,,1,,1,,1,36,,100,,,2,120,10,1,3,"5,8",0,0,0,0,1,0,0,1,0,12,100,0,0,0,,,,,,,,,,,,,,3,4,2,3,4,2,3,2,4,4,2,1,,2,2,2,4,3,1,1,3,3,4,2,4,3,2,4,2,4,2,2,1,1,3,4,4,10,,,5,4,3,2,2,1,3,4,3,2,2,1,3,2,4,1,2,4,4,3,4,2,2,3,3,15,4,2,4,2,3,1,2,0,1,0,0,,"3,4",0,0,1,1,0,50,10,0,30,10,2,1,18,2,2,2,3,40,2,3,1,2,40,10,4,4,2,2,4,4,3,4,4,4,4,3,4,3,70,Korea,20,Latin America ,10,,,1,3,4,3,,3,3,3,"1,2,3",1,1,1,1,3,2,2,2,4,4,1,5,4,4,4,10,0
100,R_3dQgvOalWchTDos,733,2,36,2,South Asian,1,2,0,0,2,,6,6,,2,4,2,2,5,1,40,,18,4,5,2,,1,1,1,2,4,2,2,1,1,4,1,2,4,1,31,,,10,,,,,13,,,,,,,,,5,,,,,5,5,5,4,2,4,,4,,5,5,5,5,2,4,2,1,,1,Music program,Swimming lessons,,,,,,,,,,3,1,5,5,5,2,,2,3,3,2,2,2,2,3,,2,2,2,1,,3,2,1,100,0,,,,,,,0,,,,,2,,1,13,1,,1,,1,14,1,,2,,1,,,100,,,2,300,30,4,5,"1,3,4,5,7,9",1,0,1,1,1,0,1,0,1,7,100,0,0,0,,,,,,,,,,,,,,4,2,1,4,5,5,3,4,2,4,1,2,,5,2,3,5,2,1,,4,2,4,,4,2,2,4,2,4,2,1,1,,3,5,,,,,5,5,5,5,4,1,3,5,4,4,2,1,2,2,5,1,4,5,4,2,4,3,5,4,5,,1,1,4,2,3,1,2,0,1,0,0,,4,0,0,0,1,0,30,0,0,0,30,2,1,17,1,2,2,2,,4,,1,2,,,4,4,4,1,,4,,,4,5,4,2,2,3,70,Spanish,20,French,10,,,2,2,4,3,1,,3,3,"1,2,3",1,1,1,1,0,,2,4,1,2,5,4,4,1,1,10,0
100,R_yVeExMjW58AAkjD,1023,1,40,2,White ,1,2,0,0,2,,5,6,7,3,3,3,1,3,1,0,10,12,0,3,2,,1,3,4,5,2,3,4,1,1,4,2,2,4,2,,4,5,7,8,8,11,8,13,,,,,,,,,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,,,,,180,1,Swimming,Soccer,Music,,,,,,,,,3,3,5,2,5,5,1,2,3,3,2,2,2,2,2,2,2,2,2,4,4,5,2,2,75,1,Norwegian,25,,,,,25,,0,20,0,2,,1,7,1,9,1,11,1,24,1,25,1,29,2,,400,95,250,270,2,120,30,2,4,"1,4,5,6,7,8,9",1,0,0,1,1,1,1,1,1,30,75,25,0,0,,,,,3,5,7,4,1,6,2,,2,5,2,2,4,4,3,5,3,4,5,2,2,,3,3,3,4,3,2,,5,2,5,3,5,5,2,5,2,5,2,2,1,,3,3,5,3,0,,12,4,4,3,3,1,8,4,4,3,2,2,5,5,4,2,3,5,4,4,5,2,2,4,4,5,1,1,5,3,4,1,"1,2,3",1,1,1,0,12,"3,4",0,0,1,1,0,60,0,0,60,0,2,1,15,1,1,1,1,120,2,9,2,,30,12,2,4,5,1,3,3,1,3,4,4,4,3,4,3,70,French speaking regions,5,Norway,10,South/Central America,15,1,1,3,2,1,1,3,3,"1,2,3",1,1,1,1,0,,2,2,3,3,2,4,4,2,2,10,0
100,R_3KrQg5nMfLRV6oJ,292,2,34,2,Filipino,1,2,0,0,2,,6,6,4,3,4,4,2,4,2,,,,,,2,,1,2,1,2,3,1,2,2,1,2,2,2,2,2,,4,6,7,9,9,,,,,,,,,,,,5,3,3,,,,5,4,,,,,,,5,5,5,,2,4,,,120,2,,,,,,1,Swimming,Dance,,,,4,4,,,,,,,3,2,,2,,,,,,2,2,2,2,,2,2,40,1,Filipino,60,,,,,60,,0,50,0,1,5,1,8,1,7,1,7,,,2,,2,,2,,10,100,2,2,1,60,20,4,2,"1,2,3,4,5,7,8,9",1,1,1,1,1,0,1,1,1,7,100,0,0,0,,,,,2,1,5,4,6,7,3,,,,2,,4,4,3,,3,,,2,1,,3,2,,3,,2,,2,4,4,4,4,4,4,4,4,,,,,,,5,,0,0,,12,2,2,2,2,1,3,3,3,2,2,1,,,,,,4,4,,,,,,,15,,,,,,1,4,0,0,0,1,0,1,1,0,0,0,0,60,0,0,10,50,2,1,13,1,3,2,3,60,2,8,1,2,120,7,3,2,5,1,3,4,4,3,3,3,4,3,3,3,70,Korea,25,Philippines,5,,,2,,3,,,,2,2,3,0,0,1,1,2,,2,4,2,2,4,4,4,2,4,12,3
100,R_21uMGvM8jzGG0dL,1045,2,52,1,White,0,2,4,0,2,,5,5,7,2,5,3,1,3,1,36,12,20,4,5,2,,2,,,,,,,,,,,,,2,,2,5,8,8,8,10,11,13,2,6,6,7,9,10,11,12,5,4,5,5,5,5,5,5,4,4,5,3,4,2,5,5,5,5,2,4,4,5,420,2,,,,,,1,Swim,Dance,Soccer,,,1,1,5,5,5,5,3,1,3,2,2,2,2,2,2,2,1,3,2,4,4,4,2,1,100,0,,,,,,,0,,,,,2,,1,10,1,10,1,11,1,18,1,16,,,1,20,400,100,400,425,3,100,25,1,5,"4,9",0,0,0,1,0,0,0,0,1,15,90,10,0,0,2,,,,7,2,3,1,5,6,4,8,2,4,1,2,3,3,2,4,3,4,4,2,2,,2,3,2,4,2,2,,2,1,3,1,4,3,2,4,1,2,2,1,4,,4,5,4,8,35,0,5,5,4,3,3,1,6,5,4,4,4,1,4,4,5,1,1,5,5,4,4,2,2,3,4,10,1,2,4,2,4,1,"1,2,3",1,1,1,0,16,5,0,0,0,0,1,60,20,0,25,15,2,1,17,2,2,2,2,60,2,11,1,1,30,20,4,5,5,1,3,4,2,2,5,4,4,3,3,3,75,Israel,20,Central America ,5,,,2,2,2,3,2,2,4,2,"1,2,3",1,1,1,2,1,2,,4,1,2,5,5,4,1,1,12,0
100,R_tFzDenpYVka8jBf,683,1,37,2,White ,1,2,0,0,1,SCN1A genetic mutation. It is a seizure disorder ,6,4,4,2,5,2,2,3,2,,,,,,2,,1,5,5,5,3,4,5,4,4,5,2,3,4,2,,1,3,4,6,7,7,7,8,,,,,,,,,5,5,5,5,5,5,5,5,5,4,4,,2,,5,5,5,5,3,2,3,2,300,2,,,,,,1,Soccer,Swimming,Skating,Gymnastics ,,1,3,3,,4,4,,3,3,2,1,2,1,,2,2,3,2,2,2,4,3,4,1,100,0,,,,,,,0,,,,,1,2,1,3,1,8,1,7,1,8,1,8,1,9,1,13,300,100,300,300,2,,60,2,4,"5,6,7,8",0,0,0,0,1,1,1,1,0,20,100,0,0,0,,,,,6,2,5,1,4,7,3,,1,4,2,3,4,5,5,5,5,5,5,2,1,,5,5,4,5,4,1,,5,4,5,3,4,4,3,4,,5,1,2,1,,,5,5,4,0,,1,5,5,5,3,1,9,5,5,5,4,1,4,5,,,2,5,5,4,5,5,5,5,5,5,5,1,5,3,,1,"1,2,3",1,1,1,0,,"1,3",1,0,1,0,0,0,0,0,0,0,2,1,,1,1,1,1,,4,9,1,2,20,,5,5,3,5,3,3,5,3,,4,4,4,4,2,75,Italy,25,,,,,1,1,,3,2,,3,3,"1,2,3",1,1,1,1,0,,2,2,4,4,2,5,,3,3,10,1
100,R_3KH1Cg4b2j8GSka,1660,1,37,2,Indo Caribbean,1,2,0,0,2,,5,6,2,2,2,5,1,5,1,40,24,12,5,4,2,,1,5,1,3,3,1,5,1,5,3,1,1,1,2,,1,2,5,10,10,10,12,12,,,,,,,,,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,3,3,3,3,30,2,,,,,,1,swimming,soccer,karate,dance,drama,1,5,5,5,5,5,4,2,3,2,2,2,3,2,2,2,2,2,2,2,2,5,3,1,100,0,,,,,,,0,,,,,1,2,1,12,1,11,1,11,1,18,1,19,1,19,1,24,1000,100,1000,1000,2,180,10,1,1,,,,,,,,,,,7,100,0,0,0,,,,,1,8,8,8,1,1,1,,3,5,2,2,4,5,5,5,5,5,5,2,2,,4,4,2,3,4,3,,2,5,5,3,5,5,1,5,1,5,1,5,1,,5,5,5,1,0,,12,4,3,5,5,1,12,5,5,5,2,2,4,4,2,2,2,4,4,2,4,2,2,3,4,90,1,3,4,2,2,1,2,0,1,0,0,24,4,0,0,0,1,0,180,60,30,60,30,1,2,9,1,1,1,1,90,2,8,1,2,480,24,5,5,1,1,5,5,5,4,5,4,4,4,4,2,75,caribbean,10,nigeria,10,india,5,2,4,4,2,4,2,3,3,"1,2,3",1,1,1,1,0,,2,5,2,2,2,5,4,1,2,10,0
100,R_1Ho7yTuqgjpzV31,570,2,33,2,European,1,2,0,0,2,,6,5,,2,4,3,2,3,2,,,,,,2,,1,2,4,3,2,2,2,1,1,3,2,2,4,1,38,,,6,7,7,8,10,12,,,,,,,,,5,5,5,5,5,5,5,3,3,1,1,,1,,4,3,4,4,2,2,2,3,600,2,,,,,,1,Soccer,Dance,Swim lessons,,,1,1,1,,1,1,,2,3,4,4,2,2,4,3,3,4,3,2,2,2,4,3,1,100,0,,,,,,,0,,,,,1,,1,,1,,1,,1,16,2,,2,,2,,,100,75,75,1,,,3,3,"1,3,4,5,7,8,9",1,0,1,1,1,0,1,1,1,22,100,0,0,0,,,,,,,,,,,,,,2,1,1,4,2,2,4,3,4,2,2,2,,2,2,3,4,2,2,,2,2,4,2,4,3,2,4,2,2,4,2,3,,,5,1,,,,5,5,4,3,2,1,2,5,4,4,2,1,,2,,,3,5,5,3,,4,3,,4,,,,,,,1,2,0,1,0,0,14,,,,,,,2,,,2,,2,2,,2,3,2,,,2,4,1,2,,,3,4,5,1,5,4,5,,5,4,5,3,3,3,75,Australia,,,,,,2,4,4,,,,4,2,"1,2,3",1,1,1,4,1,3,2,4,1,2,4,4,4,2,2,12,0
100,R_Aj6rtnI8l2pnemd,1639,1,39,2,Chinese ,1,2,1,0,2,,5,5,7,2,5,4,2,3,1,40,11,2.5,12,5,2,,1,2,1,2,3,2,4,2,2,3,2,3,2,2,,6,6,7,8,9,10,10,11,8,8,15,15,15,16,18,20,5,5,5,5,5,5,5,5,4,2,4,5,4,5,5,5,5,,5,5,5,5,240,1,Dance,Swimming,Piano,French,Circle time,,,,,,,3,2,5,5,5,5,5,5,4,3,3,2,3,3,2,2,3,2,3,3,5,4,3,2,85,1,Chinese,15,French,1,,,15,0,0,5,0,1,4,1,10,1,9,1,10,1,2,1,14,1,18,1,2.5,1000,90,2000,100,1,180,45,4,5,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,7,99,1,0,0,2,,,,3,4,5,7,2,6,1,8,3,4,2,2,4,4,3,3,3,3,2,2,2,3,3,3,2,3,2,1,,2,3,3,3,3,3,2,3,2,3,2,2,2,,2,2,3,2,0,60,24,4,3,4,3,1,5,3,2,2,1,2,4,4,4,2,2,5,4,5,4,5,3,3,5,120,2,3,2,2,2,1,"1,2,3",1,1,1,0,10,"1,4",1,0,0,1,0,180,120,45,,15,1,1,9,1,1,1,1,120,4,9,1,3,10,3,5,5,5,1,5,1,3,5,5,5,5,1,1,5,75,Asia,25,,,,,2,1,1,3,2,1,3,3,"1,2,3",1,1,1,1,5,3,2,3,3,3,2,2,2,4,5,9,3
94,R_2AWOm6oWlrqg0hh,1281,2,38,2,Chinese,1,2,0,1,2,,6,3,3,3,4,4,2,4,2,,,,,,2,,1,1,1,1,2,2,3,1,1,1,1,2,2,2,,2,9,7,7,8,9,10,13,,,,,,,,,5,5,4,5,5,5,5,5,2,2,4,4,4,1,5,5,5,5,2,4,4,4,480,1,Running,Trampoline,Scootering,Walking,Climbing,,,,,,,1,3,5,5,5,5,1,2,4,3,3,2,2,3,3,2,2,2,2,2,2,3,2,2,50,1,Mandarin,50,,,,,50,,0,50,0,2,,1,6,1,,1,13,1,24,1,25,1,30,1,36,500,90,800,20,3,480,200,3,5,9,0,0,0,0,0,0,0,0,1,7,90,10,0,0,1,1,1,0.5,1,1,2,2,1,1,1,,1,5,2,3,4,5,5,5,5,5,5,2,4,,4,4,4,5,5,1,,4,2,4,2,4,2,2,4,2,3,3,2,2,,5,5,5,10,0,168,24,5,5,5,5,1,8,5,4,4,3,2,4,4,4,1,2,5,4,4,4,3,2,4,4,15,1,1,4,2,4,1,2,0,1,0,0,11,"3,4",0,0,1,1,0,120,,,,120,1,1,10,1,3,3,1,600,2,3,1,2,180,6,5,2,5,1,4,5,5,1,4,4,2,4,4,4,80,Taiwan,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
100,R_1lmGiONXafVihr7,731,1,34,2,White,0,2,2,0,2,,6,5,4,4,5,3,2,3,1,25,10,18,5,5,2,,1,2,1,1,2,2,2,2,1,2,1,2,1,2,,3,6,8,9,9,9,9,11,3,5,8,10,11,11,12,13,5,5,5,5,5,5,5,3,3,3,1,3,4,1,4,4,4,4,2,3,2,3,200,2,,,,,,1,swimmimg,soccer,ukulele,,,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,20,1,French,80,,,,,20,100,18,80,0,1,6,1,9,1,9,1,10,1,20,1,19,1,21,2,,100,10,5,100,2,100,30,2,3,"2,5,7,8,9",0,1,0,0,1,0,1,1,1,5,0,100,0,0,2,,,,3,4,6,2,5,7,1,,2,4,1,2,3,5,4,4,4,5,4,1,2,,4,4,3,4,4,1,,4,2,3,2,4,2,2,3,2,2,,1,2,,2,5,5,7,25,30,3,5,4,5,4,1,3,5,4,4,2,1,4,4,3,2,2,4,4,2,4,4,2,3,5,40,3,2,4,2,3,1,2,0,1,0,0,7,5,0,0,0,0,1,30,0,0,30,0,2,1,16,2,2,2,2,60,,6,1,1,60,20,4,1,5,1,,4,5,3,4,5,5,3,3,3,80,France,,,,,,2,2,2,2,2,2,2,2,"1,2",1,1,0,1,2,2,2,3,1,1,4,4,4,2,2,10,1
100,R_3oFqW9MAwq82Htr,1276,2,35,2,White,0,2,0,2,2,,6,5,5,3,4,4,2,2,2,,,,,,2,,1,1,1,1,2,2,2,4,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,3,3,3,3,3,2,3,5,5,5,5,4,4,4,4,360,1,Soccer,Playgroup,Drop in play,Drop in swimming,,,,,,,,1,1,5,5,5,5,4,2,2,1,2,3,2,2,2,2,2,2,3,3,2,2,2,1,100,0,,,,,,,0,,,,,2,,1,16,1,9,1,11,1,30,1,14,1,17,1,24,,100,1000,1000,2,360,60,2,5,"5,6,8,9",0,0,0,0,1,1,0,1,1,20,90,10,0,0,1,1,2,1.5,4,8,7,6,2,3,1,,1,3,2,2,4,2,3,2,1,4,4,1,2,,2,4,4,4,4,2,,4,3,4,3,4,4,4,4,4,4,1,2,3,,3,5,5,10,0,84,12,5,4,2,3,1,5,5,3,2,3,1,3,4,3,1,1,5,5,4,3,4,3,3,5,10,1,2,2,1,2,1,1,1,0,0,0,,3,0,0,1,0,0,180,60,60,60,,1,2,10,1,2,1,1,180,1,2,1,2,60,16,4,3,3,1,,2,,4,4,4,3,3,3,3,80,,,,,,,2,2,2,5,4,2,5,3,,,,,2,1,2,2,5,3,1,5,5,4,1,1,11,0
100,R_2rws47dz7ekgrXV,958,2,33,2,White,0,2,0,1,2,,6,4,4,2,4,3,2,4,2,,,,,,2,,1,1,1,2,2,2,2,1,1,1,1,2,2,2,,3,6,10,11,11,12,12,13,,,,,,,,,5,5,5,5,5,5,5,5,5,3,3,1,1,1,5,5,5,5,5,5,5,5,300,1,Swimming,Play and Gym Class,,,,,,,,,,1,3,4,1,5,2,1,2,2,2,3,2,3,2,2,2,2,2,2,4,3,3,2,2,75,1,Portuguese,25,,,,,25,,,,0,1,3,1,15,1,8,1,11,1,18,1,18,1,20,1,24,500,90,800,900,3,120,30,3,4,1,1,0,0,0,0,0,0,0,0,100,100,0,0,0,2,,,,1,1,7,5,5,5,4,0,1,4,2,2,4,5,2,4,4,3,2,2,2,,5,2,2,4,2,1,,2,2,4,3,4,4,2,4,2,4,2,2,2,,2,4,4,5,180,300,4,5,5,5,3,1,4,5,5,5,4,1,4,4,2,2,3,5,5,5,4,2,4,4,4,15,4,2,3,2,4,1,"1,2,3",1,1,1,0,18,"1,3,4",1,0,1,1,0,75,35,0,30,10,2,1,18,1,2,2,2,75,2,3,1,2,60,18,4,4,4,2,4,4,5,,4,4,,3,3,3,80,Portugal,20,,,,,2,4,4,4,4,4,4,4,"1,2,3",1,1,1,2,7,2,2,4,2,2,4,5,4,1,1,12,0
100,R_vrc3oLATb8cKtuF,693,1,41,2,White,0,2,0,0,2,,6,6,7,2,4,4,2,4,2,,,,,,1,15,1,3,2,2,3,4,2,1,1,4,2,3,2,2,,3,6,8,7,7,13,12,14,,,,,,,,,5,5,5,5,5,4,5,5,2,1,1,1,2,1,5,5,5,5,2,5,3,4,600,1,swimming,music class,,,,,,,,,,1,1,3,1,4,1,1,2,4,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,75,1,russian,25,,,,,25,,0,25,0,1,9,1,9,1,15,1,18,1,18,1,19,1,22,2,,500,80,300,400,1,600,30,2,2,"1,3,4,8",1,0,1,1,0,0,0,1,0,20,80,20,0,0,,,,,1,2,7,3,4,5,6,8,3,1,1,2,4,2,2,2,3,2,2,1,2,1,2,2,1,4,1,1,1,1,2,2,2,3,3,2,2,2,1,3,1,5,1,1,2,1,0,0,,8,4,3,2,2,1,8,3,2,2,1,3,1,2,2,2,4,4,,2,1,,2,1,2,15,2,4,1,1,1,1,4,0,0,0,1,22,,,,,,,15,0,0,5,10,1,3,10,1,2,2,2,600,3,5,1,2,360,14,4,2,4,4,3,4,3,3,3,4,4,2,2,2,80,Europe,20,,,,,1,4,4,3,,,4,2,"1,2",1,1,0,3,0,,2,4,2,2,2,5,5,2,2,10.5,2
100,R_TaM3bmH8JpdLtiF,357,2,36,2,Black,1,2,0,0,2,,7,5,4,3,4,4,2,3,2,,,,,,2,,1,3,3,4,4,4,1,3,3,1,1,2,3,2,,5,3,7,8,9,10,9,11,,,,,,,,,5,5,5,5,5,4,5,5,1,1,1,1,1,1,4,4,4,5,4,5,4,5,120,2,,,,,,1,swimming,dance,,,,1,2,3,3,3,3,3,2,3,3,,,,,,,,,3,4,4,,,1,100,0,,,,,,,0,,,,,1,6,1,10,1,10,1,11,2,,2,,2,,2,,8,100,6,6,1,60,30,2,2,"2,9",0,1,0,0,0,0,0,0,1,3,100,0,0,0,,,,,,,,,,,,,,1,2,,4,4,2,,2,,,2,2,,4,2,,3,,3,,,,,,,,,,,,,,,,,4,,1,3,,18,5,4,5,3,1,5,5,2,5,2,1,2,2,,,,4,3,3,,,,,,30,2,2,,,,3,4,0,0,0,1,,"1,4",1,0,0,1,0,180,,,180,,2,2,10,1,2,2,2,,3,12,1,2,12,9,5,5,3,3,4,3,3,3,3,4,3,3,3,3,80,caribbean,20,,,,,2,1,5,4,,2,2,,"2,3",0,1,1,1,0,,2,2,5,2,2,1,1,,2,10,1
